09-23-2017 13:28:36.656,-,AT,"ERROR,0000EEB0000026D1,XBEE-PRO XSC (S3B) 19200,3111,COM5 - 9600/8/N/1/N,10"
09-23-2017 13:29:20.677,5592,RECV,72656374696F6E3A203230302E33320D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E74
09-23-2017 13:29:20.740,5593,RECV,2023303A2034322E343434363132303030302C202D37362E343833343932303030300D0A464143494E47204C454654204449524543542052494748540D0A
09-23-2017 13:29:20.802,5594,RECV,0A0A496E74656E64656420536563746F723A205F5F5F5F5F5F5F5455524E2052494748540A0A0D0A496E74656E64656420616E676C653A20302E30300D
09-23-2017 13:29:20.865,5595,RECV,0A4F66667365742066726F6D20696E74656E64656420616E676C653A203230302E30300D0A5361696C20616E676C
09-23-2017 13:29:20.927,5596,RECV,653A203238342E30300D0A5461696C20616E676C653A202D39312E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D
09-23-2017 13:29:20.990,5597,RECV,2D2D0A43757272656E742077696E642072656164696E6720772E722E7420426F61743A203333340D0A494D5520537475636B210D0A4C617469747564653A
09-23-2017 13:29:21.052,5598,RECV,2034322E343434353735363637300D0A4C6F6E6769747564653A202D37362E343833343838333333300D0A57696E6420772E722E74204E6F7274683A20
09-23-2017 13:29:21.115,5599,RECV,3237302E30300D0A426F617420646972656374696F6E3A203230302E34330D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D
09-23-2017 13:29:21.177,5600,RECV,0D0A4E65787420576179706F696E742023303A2034322E343434363132303030302C202D37362E343833343932303030300D0A464143494E47204C4546
09-23-2017 13:29:21.240,5601,RECV,54204449524543542052494748540D0A0A0A496E74656E64656420536563746F723A205F5F5F5F5F5F5F5455524E2052494748540A0A0D0A496E74656E64
09-23-2017 13:29:21.302,5602,RECV,656420616E676C653A20302E30300D0A4F66667365742066726F6D20696E74656E64656420616E676C653A203230302E30300D0A5361696C20616E676C
09-23-2017 13:29:21.365,5603,RECV,653A203238342E30300D0A5461696C20616E676C653A202D39312E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D
09-23-2017 13:29:21.427,5604,RECV,2D2D0A43757272656E742077696E642072656164696E6720772E722E7420426F61743A203234310D0A494D5520537475636B210D0A4C617469747564653A
09-23-2017 13:29:21.490,5605,RECV,2034322E343434353634303030300D0A4C6F6E6769747564653A202D37362E343833343933383333300D0A57696E6420772E722E74204E6F7274683A20
09-23-2017 13:29:21.552,5606,RECV,3237302E30300D0A426F617420646972656374696F6E3A203230312E36390D0A2D2D2D2D2D2D2D2D2D2D4E415649
09-23-2017 13:29:21.615,5607,RECV,474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E343434363132303030302C202D37362E34383334393230
09-23-2017 13:29:21.677,5608,RECV,3030300D0A464143494E47204C454654204449524543542052494748540D0A0A0A496E74656E64656420536563746F723A205F5F5F5F5F5F5F5455524E
09-23-2017 13:29:21.740,5609,RECV,2052494748540A0A0D0A496E74656E64656420616E676C653A20372E30300D0A4F66667365742066726F6D20696E74656E64656420616E676C653A203139
09-23-2017 13:29:21.802,5610,RECV,342E30300D0A5361696C20616E676C653A203237372E30300D0A5461696C20616E676C653A202D39382E30300D0A2D2D2D2D2D2D2D2D2D2D526F74617279
09-23-2017 13:29:21.865,5611,RECV,2053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E6720772E722E7420426F61743A203230320D0A494D552053
09-23-2017 13:29:21.928,5612,RECV,7475636B210D0A4C617469747564653A2034322E343434353634303030300D0A4C6F6E6769747564653A202D37362E343833343933383333300D0A57696E
09-23-2017 13:29:21.990,5613,RECV,6420772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374696F6E3A203230312E32350D0A2D2D2D2D2D2D2D2D2D2D4E415649
09-23-2017 13:29:22.052,5614,RECV,474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E343434363132303030302C202D37362E34383334393230
09-23-2017 13:29:22.115,5615,RECV,3030300D0A464143494E47204C454654204449524543542052494748540D0A0A0A496E74656E64656420536563746F723A205F5F5F5F5F5F5F5455524E20
09-23-2017 13:29:22.178,5616,RECV,52494748540A0A0D0A496E74656E64656420616E676C653A20372E30300D0A4F66667365742066726F6D20696E74
09-23-2017 13:29:22.240,5617,RECV,656E64656420616E676C653A203139342E30300D0A5361696C20616E676C653A203237372E30300D0A5461696C20616E676C653A202D39382E30300D0A
09-23-2017 13:29:22.302,5618,RECV,2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E6720772E722E742042
09-23-2017 13:29:22.365,5619,RECV,6F61743A203235350D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353630303030300D0A4C6F6E6769747564653A202D3736
09-23-2017 13:29:22.427,5620,RECV,2E343833353031333333300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374696F6E3A203230392E33310D
09-23-2017 13:29:22.490,5621,RECV,0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E3434343631323030
09-23-2017 13:29:22.553,5622,RECV,30302C202D37362E343833343932303030300D0A464143494E47204C454654204449524543542052494748540D0A0A0A496E74656E6465642053656374
09-23-2017 13:29:22.615,5623,RECV,6F723A205F5F5F5F5F5F5F5455524E2052494748540A0A0D0A496E74656E64656420616E676C653A20362E30300D0A4F66667365742066726F6D20696E74
09-23-2017 13:29:22.677,5624,RECV,656E64656420616E676C653A203230332E30300D0A5361696C20616E676C653A203237382E30300D0A5461696C20616E676C653A202D39372E30300D0A
09-23-2017 13:29:22.740,5625,RECV,2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E6720772E722E742042
09-23-2017 13:29:22.803,5626,RECV,6F61743A203333340D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353630303030300D0A4C6F6E6769747564653A202D37362E
09-23-2017 13:29:22.865,5627,RECV,343833353031333333300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F617420646972
09-23-2017 13:29:22.928,5628,RECV,656374696F6E3A203231302E39360D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E74
09-23-2017 13:29:22.990,5629,RECV,2023303A2034322E343434363132303030302C202D37362E343833343932303030300D0A464143494E47204C454654204449524543542052494748540D0A
09-23-2017 13:29:23.052,5630,RECV,0A0A496E74656E64656420536563746F723A205F5F5F5F5F5F5F5455524E2052494748540A0A0D0A496E74656E64656420616E676C653A20362E30300D
09-23-2017 13:29:23.115,5631,RECV,0A4F66667365742066726F6D20696E74656E64656420616E676C653A203230342E30300D0A5361696C20616E676C653A203237382E30300D0A5461696C20
09-23-2017 13:29:23.209,5632,RECV,616E676C653A202D39372E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E6420
09-23-2017 13:29:23.240,5633,RECV,72656164696E6720772E722E7420426F61743A203232330D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353539333333300D
09-23-2017 13:29:23.302,5634,RECV,0A4C6F6E6769747564653A202D37362E343833353130353030300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F617420646972
09-23-2017 13:29:23.365,5635,RECV,656374696F6E3A203231332E32310D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E74
09-23-2017 13:29:23.427,5636,RECV,2023303A2034322E343434363132303030302C202D37362E343833343932303030300D0A464143494E47204C454654204449524543542052494748540D0A
09-23-2017 13:29:23.490,5637,RECV,0A0A496E74656E64656420536563746F723A205F5F5F5F5F5F5F5455524E2052494748540A0A0D0A496E74656E64
09-23-2017 13:29:23.553,5638,RECV,656420616E676C653A2031392E30300D0A4F66667365742066726F6D20696E74656E64656420616E676C653A203139342E30300D0A5361696C20616E676C
09-23-2017 13:29:23.615,5639,RECV,653A203236352E30300D0A5461696C20616E676C653A202D3131302E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D
09-23-2017 13:29:23.677,5640,RECV,2D2D2D2D0A43757272656E742077696E642072656164696E6720772E722E7420426F61743A203333340D0A494D5520537475636B210D0A4C617469747564
09-23-2017 13:29:23.740,5641,RECV,653A2034322E343434353539333333300D0A4C6F6E6769747564653A202D37362E343833353130353030300D0A57696E6420772E722E74204E6F727468
09-23-2017 13:29:23.802,5642,RECV,3A203237302E30300D0A426F617420646972656374696F6E3A203231392E37340D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D
09-23-2017 13:29:23.865,5643,RECV,2D2D0D0A4E65787420576179706F696E742023303A2034322E343434363132303030302C202D37362E343833343932303030300D0A464143494E47204C45
09-23-2017 13:29:23.927,5644,RECV,4654204449524543542052494748540D0A0A0A496E74656E64656420536563746F723A205F5F5F5F5F5F5F5455524E2052494748540A0A0D0A496E7465
09-23-2017 13:29:23.990,5645,RECV,6E64656420616E676C653A2031392E30300D0A4F66667365742066726F6D20696E74656E64656420616E676C653A203230302E30300D0A5361696C20616E
09-23-2017 13:29:24.053,5646,RECV,676C653A203236352E30300D0A5461696C20616E676C653A202D3131302E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D
09-23-2017 13:29:24.115,5647,RECV,2D2D2D2D2D2D0A43757272656E742077696E642072656164696E6720772E722E7420426F61743A203231390D0A49
09-23-2017 13:29:24.177,5648,RECV,4D5520537475636B210D0A4C617469747564653A2034322E343434353538363637300D0A4C6F6E6769747564653A202D37362E343833353231363637300D
09-23-2017 13:29:24.240,5649,RECV,0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374696F6E3A203231352E35310D0A2D2D2D2D2D2D2D2D2D2D4E
09-23-2017 13:29:24.303,5650,RECV,415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E343434363132303030302C202D37362E343833
09-23-2017 13:29:24.365,5651,RECV,343932303030300D0A464143494E47204C454654204449524543542052494748540D0A0A0A496E74656E64656420536563746F723A205F5F5F5F5F5F5F54
09-23-2017 13:29:24.427,5652,RECV,55524E2052494748540A0A0D0A496E74656E64656420616E676C653A2032332E30300D0A4F66667365742066726F6D20696E74656E64656420616E676C
09-23-2017 13:29:24.490,5653,RECV,653A203139322E30300D0A5361696C20616E676C653A203236312E30300D0A5461696C20616E676C653A202D3131342E30300D0A2D2D2D2D2D2D2D2D2D2D
09-23-2017 13:29:24.552,5654,RECV,526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E6720772E722E7420426F61743A203333340D0A
09-23-2017 13:29:24.615,5655,RECV,494D5520537475636B210D0A4C617469747564653A2034322E343434353538363637300D0A4C6F6E6769747564653A202D37362E343833353231363637
09-23-2017 13:29:24.678,5656,RECV,300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374696F6E3A203231322E36360D0A2D2D2D2D2D2D2D2D2D
09-23-2017 13:29:24.740,5657,RECV,2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E343434363132303030302C202D37362E34
09-23-2017 13:29:24.802,5658,RECV,3833343932303030300D0A464143494E47204C454654204449524543542052494748540D0A0A0A496E74656E646564
09-23-2017 13:29:24.865,5659,RECV,20536563746F723A205F5F5F5F5F5F5F5455524E2052494748540A0A0D0A496E74656E64656420616E676C653A2032332E30300D0A4F66667365742066
09-23-2017 13:29:24.927,5660,RECV,726F6D20696E74656E64656420616E676C653A203138392E30300D0A5361696C20616E676C653A203236312E30300D0A5461696C20616E676C653A202D31
09-23-2017 13:29:24.990,5661,RECV,31342E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E67
09-23-2017 13:29:25.053,5662,RECV,20772E722E7420426F61743A203333340D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353538363637300D0A4C6F6E67697475
09-23-2017 13:29:25.115,5663,RECV,64653A202D37362E343833353231363637300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374696F6E3A20
09-23-2017 13:29:25.178,5664,RECV,3231302E34300D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E
09-23-2017 13:29:25.240,5665,RECV,343434363132303030302C202D37362E343833343932303030300D0A464143494E47204C454654204449524543542052494748540D0A0A0A496E74656E64
09-23-2017 13:29:25.303,5666,RECV,656420536563746F723A205F5F5F5F5F5F5F5455524E2052494748540A0A0D0A496E74656E64656420616E676C653A2032332E30300D0A4F6666736574
09-23-2017 13:29:25.365,5667,RECV,2066726F6D20696E74656E64656420616E676C653A203138372E30300D0A5361696C20616E676C653A203236312E30300D0A5461696C20616E676C653A20
09-23-2017 13:29:25.428,5668,RECV,2D3131342E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A437572
09-23-2017 13:29:25.490,5669,RECV,72656E742077696E642072656164696E6720772E722E7420426F61743A203333340D0A494D5520537475636B210D0A4C617469747564653A2034322E3434
09-23-2017 13:29:25.553,5670,RECV,34353533303030300D0A4C6F6E6769747564653A202D37362E343833353330313637300D0A57696E6420772E722E74204E6F7274683A203237302E3030
09-23-2017 13:29:25.615,5671,RECV,0D0A426F617420646972656374696F6E3A203231302E39340D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E657874
09-23-2017 13:29:25.678,5672,RECV,20576179706F696E742023303A2034322E343434363132303030302C202D37362E343833343932303030300D0A464143494E47204C454654204449524543
09-23-2017 13:29:25.740,5673,RECV,542052494748540D0A0A0A496E74656E64656420536563746F723A205F5F5F5F5F5F5F5455524E2052494748540A0A0D0A496E74656E64656420616E67
09-23-2017 13:29:25.803,5674,RECV,6C653A2032372E30300D0A4F66667365742066726F6D20696E74656E64656420616E676C653A203138332E30300D0A5361696C20616E676C653A20323537
09-23-2017 13:29:25.865,5675,RECV,2E30300D0A5461696C20616E676C653A202D3131382E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43
09-23-2017 13:29:25.928,5676,RECV,757272656E742077696E642072656164696E6720772E722E7420426F61743A203333340D0A494D5520537475636B210D0A4C617469747564653A2034322E
09-23-2017 13:29:25.990,5677,RECV,343434353533303030300D0A4C6F6E6769747564653A202D37362E343833353330313637300D0A57696E6420772E722E74204E6F7274683A203237302E
09-23-2017 13:29:26.053,5678,RECV,30300D0A426F617420646972656374696F6E3A203231332E37350D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65
09-23-2017 13:29:26.115,5679,RECV,787420576179706F696E742023303A2034322E343434363132303030302C202D37362E343833343932303030300D
09-23-2017 13:29:26.178,5680,RECV,0A464143494E47204C454654204449524543542052494748540D0A0A0A496E74656E64656420536563746F723A205F5F5F5F5F5F5F5455524E2052494748
09-23-2017 13:29:26.271,5681,RECV,540A0A0D0A496E74656E64656420616E676C653A2032372E30300D0A4F66667365742066726F6D20696E74656E64656420616E676C653A203138362E30
09-23-2017 13:29:26.303,5682,RECV,300D0A5361696C20616E676C653A203235372E30300D0A5461696C20616E676C653A202D3131382E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053
09-23-2017 13:29:26.365,5683,RECV,656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E6720772E722E7420426F61743A203333340D0A494D552053747563
09-23-2017 13:29:26.428,5684,RECV,6B210D0A4C617469747564653A2034322E343434353433353030300D0A4C6F6E6769747564653A202D37362E343833353431383333300D0A57696E6420
09-23-2017 13:29:26.490,5685,RECV,772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374696F6E3A203231352E34330D0A2D2D2D2D2D2D2D2D2D2D4E415649474154
09-23-2017 13:29:26.553,5686,RECV,494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E343434363132303030302C202D37362E343833343932303030
09-23-2017 13:29:26.615,5687,RECV,300D0A464143494E47204C454654204449524543542052494748540D0A0A0A496E74656E64656420536563746F723A205F5F5F5F5F5F5F5455524E205249
09-23-2017 13:29:26.678,5688,RECV,4748540A0A0D0A496E74656E64656420616E676C653A2032392E30300D0A4F66667365742066726F6D20696E74656E64656420616E676C653A203138362E
09-23-2017 13:29:26.740,5689,RECV,30300D0A5361696C20616E676C653A203235352E30300D0A5461696C20616E676C653A202D3132302E30300D0A2D
09-23-2017 13:29:26.803,5690,RECV,2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E6720772E722E742042
09-23-2017 13:29:26.865,5691,RECV,6F61743A203333340D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353433353030300D0A4C6F6E6769747564653A202D37362E
09-23-2017 13:29:26.928,5692,RECV,343833353431383333300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374696F6E3A203231362E33390D0A
09-23-2017 13:29:26.990,5693,RECV,2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E3434343631323030
09-23-2017 13:29:27.053,5694,RECV,30302C202D37362E343833343932303030300D0A464143494E47204C454654204449524543542052494748540D0A0A0A496E74656E64656420536563746F
09-23-2017 13:29:27.115,5695,RECV,723A205F5F5F5F5F5F5F5455524E2052494748540A0A0D0A496E74656E64656420616E676C653A2032392E30300D0A4F66667365742066726F6D20696E
09-23-2017 13:29:27.178,5696,RECV,74656E64656420616E676C653A203138372E30300D0A5361696C20616E676C653A203235352E30300D0A5461696C20616E676C653A202D3132302E30300D
09-23-2017 13:29:27.240,5697,RECV,0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E6720772E722E7420
09-23-2017 13:29:27.303,5698,RECV,426F61743A203333340D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353339383333300D0A4C6F6E6769747564653A202D37
09-23-2017 13:29:27.365,5699,RECV,362E343833353537363637300D0A57696E6420772E722E74202E343833343932303030300D0A464143494E47204C45465420424F54544F4D205249474854
09-23-2017 13:29:27.428,5700,RECV,0D0A0A0A496E74656E64656420536563746F723A20424F54544F4D204C4546540A0A0D0A496E74656E6465642061
09-23-2017 13:29:27.490,5701,RECV,6E676C653A203531302E30300D0A4F66667365742066726F6D20696E74656E64656420616E676C653A202D3239342E30300D0A5361696C20616E676C65
09-23-2017 13:29:27.553,5702,RECV,3A203130342E30300D0A5461696C20616E676C653A203131392E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D
09-23-2017 13:29:27.615,5703,RECV,2D0A43757272656E742077696E642072656164696E6720772E722E7420426F61743A203333340D0A494D5520537475636B210D0A4C617469
09-23-2017 13:29:27.678,5704,RECV,747564653A2034322E343434353339383333300D0A4C6F6E6769747564653A202D37362E343833353537363637300D0A57696E6420772E722E74204E6F
09-23-2017 13:29:27.740,5705,RECV,7274683A203237302E30300D0A426F617420646972656374696F6E3A203231342E38330D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D
09-23-2017 13:29:27.803,5706,RECV,2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E343434363132303030302C202D37362E343833343932303030300D0A464143494E
09-23-2017 13:29:27.865,5707,RECV,47204C45465420424F54544F4D2052494748540D0A0A0A496E74656E64656420536563746F723A20424F54544F4D204C4546540A0A0D0A496E74656E6465
09-23-2017 13:29:27.928,5708,RECV,6420616E676C653A203531302E30300D0A4F66667365742066726F6D20696E74656E64656420616E676C653A202D3239362E30300D0A5361696C20616E67
09-23-2017 13:29:27.990,5709,RECV,6C653A203130342E30300D0A5461696C20616E676C653A203131392E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D
09-23-2017 13:29:28.053,5710,RECV,2D2D2D2D0A43757272656E742077696E642072656164696E6720772E722E7420426F61743A203333340D0A494D55
09-23-2017 13:29:28.115,5711,RECV,20537475636B210D0A4C617469747564653A2034322E343434353430313637300D0A4C6F6E6769747564653A202D37362E343833353734363637300D0A57
09-23-2017 13:29:28.178,5712,RECV,696E6420772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374696F6E3A203231342E36390D0A2D2D2D2D2D2D2D2D2D2D4E41
09-23-2017 13:29:28.240,5713,RECV,5649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E343434363132303030302C202D37362E3438333439
09-23-2017 13:29:28.303,5714,RECV,32303030300D0A464143494E47204C45465420424F54544F4D2052494748540D0A0A0A496E74656E64656420536563746F723A20424F54544F4D204C4546
09-23-2017 13:29:28.365,5715,RECV,540A0A0D0A496E74656E64656420616E676C653A203531302E30300D0A4F66667365742066726F6D20696E74656E64656420616E676C653A202D323936
09-23-2017 13:29:28.428,5716,RECV,2E30300D0A5361696C20616E676C653A203130342E30300D0A5461696C20616E676C653A203131392E30300D0A2D2D2D2D2D2D2D2D2D2D526F7461727920
09-23-2017 13:29:28.490,5717,RECV,53656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E6720772E722E7420426F61743A203239380D0A494D55205374
09-23-2017 13:29:28.553,5718,RECV,75636B210D0A4C617469747564653A2034322E343434353430313637300D0A4C6F6E6769747564653A202D37362E343833353734363637300D0A57696E64
09-23-2017 13:29:28.615,5719,RECV,20772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374696F6E3A203231312E34370D0A2D2D2D2D2D2D2D2D2D2D4E4156494741
09-23-2017 13:29:28.678,5720,RECV,54494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E343434363132303030302C202D37362E3438333439323030
09-23-2017 13:29:28.740,5721,RECV,30300D0A464143494E47204C45465420424F54544F4D2052494748540D0A0A0A496E74656E64656420536563746F
09-23-2017 13:29:28.803,5722,RECV,723A20424F54544F4D204C4546540A0A0D0A496E74656E64656420616E676C653A203531302E30300D0A4F66667365742066726F6D20696E74656E646564
09-23-2017 13:29:28.865,5723,RECV,20616E676C653A202D3239392E30300D0A5361696C20616E676C653A203130342E30300D0A5461696C20616E676C653A203131392E30300D0A2D2D2D2D
09-23-2017 13:29:28.928,5724,RECV,2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E6720772E722E7420426F61743A
09-23-2017 13:29:28.990,5725,RECV,203333340D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353430313637300D0A4C6F6E6769747564653A202D37362E34383335
09-23-2017 13:29:29.053,5726,RECV,3930363637300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374696F6E3A203230392E31370D0A2D2D2D
09-23-2017 13:29:29.115,5727,RECV,2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E343434363132303030302C20
09-23-2017 13:29:29.194,5728,RECV,2D37362E343833343932303030300D0A464143494E47204C45465420424F54544F4D2052494748540D0A0A0A496E74656E64656420536563746F723A20
09-23-2017 13:29:29.240,5729,RECV,424F54544F4D204C4546540A0A0D0A496E74656E64656420616E676C653A203531302E30300D0A4F66667365742066726F6D20696E74656E64656420616E
09-23-2017 13:29:29.303,5730,RECV,676C653A202D3330312E30300D0A5361696C20616E676C653A203130342E30300D0A5461696C20616E676C653A203131392E30300D0A2D2D2D2D2D2D2D2D
09-23-2017 13:29:29.365,5731,RECV,2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E67
09-23-2017 13:29:29.428,5732,RECV,20772E722E7420426F61743A203332360D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353430313637300D0A4C6F6E676974
09-23-2017 13:29:29.491,5733,RECV,7564653A202D37362E343833353930363637300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374696F6E3A
09-23-2017 13:29:29.553,5734,RECV,203231312E31300D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A203432
09-23-2017 13:29:29.616,5735,RECV,2E343434363132303030302C202D37362E343833343932303030300D0A464143494E47204C45465420424F54544F4D2052494748540D0A0A0A496E74656E
09-23-2017 13:29:29.678,5736,RECV,64656420536563746F723A20424F54544F4D204C4546540A0A0D0A496E74656E64656420616E676C653A203531302E30300D0A4F66667365742066726F6D
09-23-2017 13:29:29.741,5737,RECV,20696E74656E64656420616E676C653A202D3239392E30300D0A5361696C20616E676C653A203130342E30300D0A5461696C20616E676C653A20313139
09-23-2017 13:29:29.803,5738,RECV,2E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E6720772E
09-23-2017 13:29:29.866,5739,RECV,722E7420426F61743A203335360D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353430313637300D0A4C6F6E676974756465
09-23-2017 13:29:29.928,5740,RECV,3A202D37362E343833353930363637300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374696F6E3A203231
09-23-2017 13:29:29.991,5741,RECV,312E39360D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179
09-23-2017 13:29:30.053,5742,RECV,706F696E742023303A2034322E343434363132303030302C202D37362E343833343932303030300D0A464143494E47204C45465420424F54544F4D205249
09-23-2017 13:29:30.116,5743,RECV,4748540D0A0A0A496E74656E64656420536563746F723A20424F54544F4D204C4546540A0A0D0A496E74656E64656420616E676C653A203531302E3030
09-23-2017 13:29:30.178,5744,RECV,0D0A4F66667365742066726F6D20696E74656E64656420616E676C653A202D3239392E30300D0A5361696C20616E676C653A203130342E30300D0A546169
09-23-2017 13:29:30.241,5745,RECV,6C20616E676C653A203131392E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E
09-23-2017 13:29:30.303,5746,RECV,642072656164696E6720772E722E7420426F61743A203333340D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353337333333
09-23-2017 13:29:30.366,5747,RECV,300D0A4C6F6E6769747564653A202D37362E343833363034363637300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F61742064
09-23-2017 13:29:30.428,5748,RECV,6972656374696F6E3A203232302E35390D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F69
09-23-2017 13:29:30.491,5749,RECV,6E742023303A2034322E343434363132303030302C202D37362E343833343932303030300D0A464143494E47204C45465420424F54544F4D205249474854
09-23-2017 13:29:30.553,5750,RECV,0D0A0A0A496E74656E64656420536563746F723A20424F54544F4D204C4546540A0A0D0A496E74656E64656420616E676C653A203531302E30300D0A4F
